LOAIHINHHN,PHAMVIHN,DUONG,PHUONG,QUAN,CVXLCCHN,NGCAPCCHN,NOICAPCCHN,GPP_GDP_GSP,NGAYCAPGCN,NGAYHHGCN
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","191, Lê Văn Quới, KP2",Phường Bình Trị Đông,Bình Tân,Ds. Trương Việt Cường,2020-03-13,Sở Y tế TP.HCM,GPP,2020-07-10,10/07/2023
cơ sở bán buôn thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 91, Đường Số 01",Phường Bình Trị Đông B,Bình Tân,Ds. Trần Minh Trí,2022-12-08,Sở Y tế TP.HCM,GDP,2023-04-11,11/04/2026
cơ sở bán buôn thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","38B13, đường Cây Keo",Phường Tam Phú,TP. Thủ Đức,Ds Trần Minh Trí,2016-07-04,Sở Y tế TP.HCM,GDP,2019-09-20,20/09/2022
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","1/9B, ấp Bắc Lân",Xã Bà Điểm,Hóc Môn,,2021-01-22,Sở Y tế Tỉnh Ninh Thuận,GPP,2021-11-08,08/11/2024
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","49A, ĐHT 02, Tổ 2, Khu phố 4",Phường Tân Hưng Thuận,Quận 12,Ds. Trương Việt Cường,2021-02-25,Sở Y tế TP.HCM,GPP,2021-05-27,27/05/2024
doanh nghiệp bán buôn thuốc,bán thuốc thành phẩm,"408, Lê Văn Lương",Phường Tân Hưng,Quận 7,Ds Trần Minh Trí,2014-03-26,Sở Y tế TP.HCM,GDP,2014-04-28,28/04/2017
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","261, Quốc lộ 13, Khu phố 5",Phường Hiệp Bình Phước,TP. Thủ Đức,,2018-01-23,Sở Y tế Tỉnh Thái Bình,GPP,2023-02-16,16/02/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","25/1A, Lương Định Của, Khu phố 3",Phường Bình Khánh,TP. Thủ Đức,Ds. Lê Thị Minh Thảo,2018-12-21,Sở Y tế TP.HCM,GPP,2020-03-18,18/03/2023
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","371, Nơ Trang Long",Phường 13,Bình Thạnh,,2019-12-19,Sở Y tế TP. Hà Nội,GPP,2020-03-18,18/03/2023
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","20, Nguyễn Hồng Đào",Phường 14,Tân Bình,Ds Trần Thị Như Thủy,2016-08-02,Sở Y tế TP.HCM,GPP,2017-11-10,10/11/2020
cơ sở bán buôn thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Phòng 4A, lầu 4, số 243, Đường Số 8",Phường Bình Hưng Hòa A,Bình Tân,Ds Lê Thị Thu Hòa,2014-12-16,Sở Y tế TP.HCM,GDP,2019-09-20,20/09/2022
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","C7/3C, Đoàn Nguyễn Tuấn ấp 3, Xã Qui Đức",,Bình Chánh,Ds. Trương Việt Cường,2017-10-30,Sở Y tế TP.HCM,GPP,2020-08-05,05/08/2023
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","306, Lê Sao",Phường Phú Thạnh,Tân Phú,Ds. Nguyễn Thị Kim Ngân,2020-12-30,Sở Y tế TP.HCM,GPP,2021-03-15,
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 64, đường Liêu Bình Hương, ấp Tân Tiến",Xã Tân Thông Hội,Củ Chi,,2018-11-12,Sở Y tế TP. Cần Thơ,GPP,2019-07-03,17/05/2022
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 04, đường Suối Lội, tổ 7, ấp Bàu Sim",Xã Tân Thông Hội,Củ Chi,Ds. Trần Minh Trí,2017-12-05,Sở Y tế TP.HCM,GPP,2021-06-07,07/06/2024
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","1278A, Nguyễn Văn Tạo, Ấp 3",Xã Hiệp Phước,Nhà Bè,Ds Phạm Văn Sơn,2016-02-05,Sở Y tế TP.HCM,GPP,2022-04-15,15/04/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","103 Tỉnh Lộ 8, Khu phố 7",Thị trấn Củ Chi,Củ Chi,Lê Huỳnh Thùy Dung,2024-06-18,Sở Y tế TP.HCM,GPP,2024-08-16,17/08/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","129F/123/154E, Bến Vân Đồn",Phường 10,Quận 4,Ds. Nguyễn Thị Kim Ngân,2020-12-30,Sở Y tế TP.HCM,GPP,2021-05-31,31/05/2024
nhà thuốc,bán thuốc thành phẩm,"295, Lê Văn Thọ",Phường 09,Gò Vấp,Ds Trần Thị Như Thủy,2013-10-17,Sở Y tế TP.HCM,GPP,2017-01-10,10/01/2020
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","37, Quốc Hương",Phường Thảo Điền,TP. Thủ Đức,Ds. Trần Thị Như Thủy,2017-10-05,Sở Y tế TP.HCM,GPP,2020-08-17,17/08/2023
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","321, HT13, Tổ 24, Khu phố 3",Phường Hiệp Thành,Quận 12,,2015-08-31,Sở Y tế Tỉnh Nam Định,GPP,2020-05-29,
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","668, Hưng Phú",Phường 10,Quận 8,Ds. Lê Thị Minh Thảo,2018-02-12,Sở Y tế TP.HCM,GPP,2018-08-20,20/08/2021
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","101, Phạm Hữu Lầu",Phường Phú Mỹ,Quận 7,Ds Trần Minh Trí,2016-08-08,Sở Y tế TP.HCM,GPP,2018-06-27,27/06/2021
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","340G, đường Đặng Thúc Vịnh, Ấp 1",Xã Đông Thạnh,Hóc Môn,Ds. Trần Minh Trí,2018-11-09,Sở Y tế TP.HCM,GPP,2020-07-29,29/07/2023
nhà thuốc,bán thuốc thành phẩm,"247/63, Lạc Long Quân",Phường 03,Quận 11,Ds Lê Thị Minh Thảo,2014-04-02,Sở Y tế TP.HCM,GPP,2014-10-14,14/10/2017
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","46, Nguyễn Ảnh Thủ, Tổ 48, Khu phố 10",Phường Tân Chánh Hiệp,Quận 12,,2013-06-24,Sở Y tế TP. Hà Nội,GPP,2019-09-20,01/07/2020
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","93, Nguyễn Thượng Hiền",Phường 05,Bình Thạnh,Ds. Tô Văn Minh,2017-08-03,Sở Y tế TP.HCM,GPP,2020-07-22,22/07/2023
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","số 1797, Phạm Thế Hiển",Phường 06,Quận 8,Ds. Nguyễn Thị Kim Ngân,2018-12-03,Sở Y tế TP.HCM,GPP,2021-02-19,
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","142, Bình Thới",Phường 14,Quận 11,Ds Lê Thị Thu Hòa,2014-04-07,Sở Y tế TP.HCM,GPP,2019-01-17,01/07/2020
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","616, Tỉnh lộ 8, ấp 4",Xã Phước Vĩnh An,Củ Chi,Ds. Trương Việt Cường,2023-07-26,Sở Y tế TP.HCM,GPP,2023-12-12,12/12/2026
nhà thuốc,bán thuốc thành phẩm,"A4/118, Láng Le Bàu Cò, Ấp 1",Xã Tân Nhựt,Bình Chánh,,2015-07-22,Sở Y tế Tỉnh Thừa Thiên - Huế,GPP,2015-10-06,06/10/2018
cơ sở bán buôn thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Lầu 1, số nhà 43/14/42, Cộng Hòa",Phường 04,Tân Bình,Ds Lê Thị Minh Thảo,2013-10-17,Sở Y tế TP.HCM,GDP,2023-03-08,08/03/2026
nhà thuốc,bán thuốc trừ vắc xin,"9, Nguyễn Đình Khơi",Phường 04,Tân Bình,Ds. Nguyễn Thị Kim Ngân,2017-08-23,Sở Y tế TP.HCM,GPP,2017-10-06,
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","61, Trần Thánh Tông",Phường 15,Tân Bình,Ds Trương Việt Cường,2014-07-21,Sở Y tế TP.HCM,GPP,2020-12-08,
doanh nghiệp bán buôn thuốc,bán thuốc thành phẩm,"504A-506, Nhật Tảo",Phường 07,Quận 11,Ds Lê Thị Thu Hòa,2014-03-28,Sở Y tế TP.HCM,GDP,2016-08-16,16/08/2019
nhà thuốc,bán thuốc thành phẩm,"524, Cách Mạng Tháng Tám",Phường 04,Tân Bình,,2012-12-19,Sở Y tế TP.HCM,GPP,2014-08-25,25/08/2017
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","269, Tân Hòa Đông, khu phố 14",Phường Bình Trị Đông,Bình Tân,Ds Trần Thị Như Thủy,2013-09-26,Sở Y tế TP.HCM,GPP,2017-08-18,18/08/2020
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","60, đường Hồ Văn Tư, khu phố 1",Phường Trường Thọ,TP. Thủ Đức,,2016-08-18,Sở Y tế Tỉnh An Giang,GPP,2019-01-29,08/11/2019
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","56A, Đường số 2, khu phố 8",Phường Trường Thọ,TP. Thủ Đức,,2016-03-11,Sở Y tế Tỉnh Bình Thuận,GPP,2021-04-26,01/08/2022
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","161, Tăng Nhơn Phú, Khu phố 3",Phường Phước Long B,TP. Thủ Đức,Ds Trần Minh Trí,2014-04-07,Sở Y tế TP.HCM,GPP,2020-11-16,16/11/2023
nhà thuốc,bán thuốc thành phẩm,"46, Ung Văn Khiêm",Phường 25,Bình Thạnh,Ds Trần Minh Trí,2014-12-01,Sở Y tế TP.HCM,GPP,2016-10-19,19/10/2019
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","206, đường Hiệp Bình, khu phố 7",Phường Hiệp Bình Chánh,TP. Thủ Đức,Ds Nguyễn Thị Kim Ngân,2014-07-21,Sở Y tế TP.HCM,GPP,2017-09-22,22/09/2020
nhà thuốc,bán thuốc thành phẩm,"B243A, Đoàn Văn Bơ",Phường 18,Quận 4,Ds Lê Thị Thu Hòa,2014-03-28,Sở Y tế TP.HCM,GPP,2017-01-16,16/01/2020
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","35, Nguyễn Lý",Phường Phú Thạnh,Tân Phú,Ds. Nguyễn Thị Ngọc Diễm,2019-10-03,Sở Y tế TP.HCM,GPP,2020-01-21,21/01/2023
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","20/1, Đường số 5, khu phố 5",Phường Hiệp Bình Phước,TP. Thủ Đức,Ds Trương Việt Cường,2013-09-05,Sở Y tế TP.HCM,GPP,2021-01-07,07/01/2024
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","24 Liêu Bình Hương, Khu Phố 4",Thị trấn Củ Chi,Củ Chi,Nguyễn Thị Ngọc  Diễm ,2024-03-05,Sở Y tế TP.HCM,GPP,2024-05-28,28/05/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","104A, đường 16, khu phố Vĩnh Thuận",Phường Long Bình,TP. Thủ Đức,,2014-02-10,Sở Y tế Tỉnh Bến Tre,GPP,2017-12-07,07/12/2020
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","52, Nhất Chi Mai",Phường 13,Tân Bình,Ds Lê Thị Thu Hòa,2014-06-24,Sở Y tế TP.HCM,GPP,2020-01-07,07/01/2023
cơ sở bán buôn thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","73, Phạm Thái Bường, khu phố Nam Long 1",Phường Tân Phong,Quận 7,Ds. Nguyễn Trần Công Huân,2021-06-23,Sở Y tế TP.HCM,GDP,2021-12-03,03/12/2024
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","344, Trịnh Thị Miếng, ấp Tam Đông 2",Xã Thới Tam Thôn,Hóc Môn,,2021-03-03,Sở Y tế Tỉnh Đồng Tháp,GPP,2021-06-07,07/06/2024
"doanh nghiệp sản xuất, bán buôn thuốc",bán thuốc thành phẩm,"Lô 53, Đường số 2, KCN Tân Tạo",Phường Tân Tạo A,Bình Tân,Ds Trần Minh Trí,2014-08-19,Sở Y tế TP.HCM,GDP,2013-07-15,15/07/2016
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","799, Nguyễn Kiệm",Phường 03,Gò Vấp,Ds. Trần Minh Trí,2023-06-23,Sở Y tế TP.HCM,GPP,2023-08-09,09/08/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Lô 1-21, Tầng trệt, Trung Tâm Thương Mại Vạn Hạnh, Số 11, Sư Vạn Hạnh (nối dài)",Phường 12,Quận 10,Ds. Bùi Thanh Nguyệt,2018-01-22,Sở Y tế TP.HCM,GPP,2019-05-07,07/05/2022
cơ sở bán buôn thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 33A, Đường 417, Tổ 6 - Ấp 5",Xã Phước Vĩnh An,Củ Chi,Ds. Tô Văn Minh,2017-12-07,Sở Y tế TP.HCM,GDP,2021-05-24,24/05/2024
nhà thuốc,bán thuốc thành phẩm,"761, đường Rừng Sác, Ấp Bình Thuận",Xã Bình Khánh,Cần Giờ,,2016-08-16,Sở Y tế Tỉnh Bạc Liêu,GPP,2016-11-01,01/11/2019
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","11, Đường số 3, Khu phố chợ Phú Lâm",Phường 13,Quận 6,Ds Trần Thị Như Thủy,2014-10-14,Sở Y tế TP.HCM,GPP,2017-08-03,03/08/2020
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 88/1, Phan Sào Nam",Phường 11,Tân Bình,Ds Phạm Văn Sơn,2014-04-11,Sở Y tế TP.HCM,GPP,2020-10-19,19/10/2023
nhà thuốc,bán thuốc thành phẩm,"55, Gò Ô Môi",Phường Phú Thuận,Quận 7,,2013-06-06,Sở Y tế Tỉnh Bình Định,GPP,2014-03-20,20/03/2017
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 81, đường số 3, khu phố 2",Phường An Khánh,TP. Thủ Đức,Ds Bùi Thanh Nguyệt,2015-05-15,Sở Y tế TP.HCM,GPP,2023-05-26,26/05/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","19, Trần Văn Quang",Phường 10,Tân Bình,Ds Trần Thị Như Thủy,2014-04-11,Sở Y tế TP.HCM,GPP,2020-06-26,26/06/2023
cơ sở bán buôn thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","367, Nguyễn Trãi",Phường Nguyễn Cư Trinh,Quận 1,Ds. Thái Thanh Tú,2021-04-07,Sở Y tế TP.HCM,GDP,2018-11-14,14/11/2021
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","28B, Phan Huy Ích",Phường 15,Tân Bình,Ds Nguyễn Thị Kim Ngân,2014-10-14,Sở Y tế TP.HCM,GPP,2019-07-09,09/07/2022
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","64, Tôn Đản",Phường 10,Quận 4,Ds Phạm Văn Sơn,2015-11-23,Sở Y tế TP.HCM,GPP,2017-10-02,02/10/2020
nhà thuốc,bán thuốc thành phẩm,"127, Nguyễn Văn Đậu",Phường 05,Bình Thạnh,Ds Trần Minh Trí,2015-07-03,Sở Y tế TP.HCM,GPP,2016-04-29,29/04/2019
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","2384/50/8, Quốc lộ 1A, tổ 4, khu phố 5",Phường Trung Mỹ Tây,Quận 12,,2014-12-15,Sở Y tế Tỉnh Đồng Tháp,GPP,2019-03-19,19/03/2022
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","305, Lê Văn Sỹ",Phường 01,Tân Bình,Ds. Nguyễn Thị Kim Ngân,2017-08-28,Sở Y tế TP.HCM,GPP,2017-09-15,
cơ sở bán buôn thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","311, Hoàng Sa",Phường Tân Định,Quận 1,Ds. Trần Minh Trí,2020-10-30,Sở Y tế TP.HCM,GDP,2021-12-28,28/12/2024
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","60, Đường số 4, khu phố 5",Phường Trường Thọ,TP. Thủ Đức,,2016-10-10,Sở Y tế Tỉnh Cà Mau,GPP,2020-03-25,25/03/2023
nhà thuốc,bán thuốc thành phẩm,"633, Lê Văn Việt, Khu phố 6",Phường Tân Phú,TP. Thủ Đức,Ds Bùi Thanh Nguyệt,2013-08-16,Sở Y tế TP.HCM,GPP,2014-04-14,
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","18, TA 16, Tổ 18, Khu phố 6",Phường Thới An,Quận 12,Ds Trần Minh Trí,2016-07-07,Sở Y tế TP.HCM,GPP,2020-03-18,18/03/2023
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","185/5A Ngô Chí Quốc, Khu phố 2",Phường Bình Chiểu,TP. Thủ Đức,Trần Minh Trí,2024-08-02,Sở Y tế TP.HCM,GPP,2024-10-24,25/10/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm",672A13 PHAN VĂN TRỊ,Phường 10,Gò Vấp,,2024-06-14,Sở Y tế AN GIANG,GPP,2024-07-16,17/07/2027
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","101/3, Ấp Mỹ Hòa 1",Xã Trung Chánh,Hóc Môn,,2016-12-30,Sở Y tế Tỉnh Tây Ninh,GPP,2020-04-08,08/04/2023
nhà thuốc,bán thuốc trừ vắc xin,"75 TCH 34, tổ 21, khu phố 6",Phường Tân Chánh Hiệp,Quận 12,,2014-03-25,Sở Y tế Tỉnh Nghệ An,GPP,2017-10-02,02/10/2020
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","5/6C, ấp 5, Lê Văn Khương",Xã Đông Thạnh,Hóc Môn,Ds. Nguyễn Trần Công Huân,2020-12-21,Sở Y tế TP.HCM,GPP,2021-04-09,09/04/2024
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","508, Lê Văn Lương ấp 3",Xã Phước Kiển,Nhà Bè,Ds Lê Thị Minh Thảo,2014-07-29,Sở Y tế TP.HCM,GPP,2022-05-06,06/05/2025
cơ sở bán buôn thuốc,"bán thuốc hóa dược, sinh phẩm","27-29-31, Đường 9A, Khu dân cư Trung Sơn",Xã Bình Hưng,Bình Chánh,,2018-06-22,Sở Y tế tỉnh Khánh Hòa,GDP,2019-08-16,16/08/2022
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","7, Bùi Bằng Đoàn",Phường Tân Phong,Quận 7,Ds. Tô Văn Minh,2017-10-23,Sở Y tế TP.HCM,GPP,2022-10-07,24/12/2023
cơ sở bán buôn thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, vắc xin, sinh phẩm","28, Thống Nhất",Phường Bình Thọ,TP. Thủ Đức,Ds Lê Thị Thu Hòa,2014-03-14,Sở Y tế TP.HCM,GDP,2021-05-10,14/06/2022
nhà thuốc,bán thuốc thành phẩm,"13, Nguyễn Khoái",Phường 01,Quận 4,Ds Phạm Văn Sơn,2014-07-29,Sở Y tế TP.HCM,GPP,2014-09-06,06/09/2017
nhà thuốc,bán thuốc thành phẩm,"281, Bình Tiên",Phường 08,Quận 6,Ds Phạm Văn Sơn,2014-06-10,Sở Y tế TP.HCM,GPP,2014-10-01,01/10/2017
cơ sở bán buôn thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","1185, Quốc lộ 1A",Phường Bình Trị Đông B,Bình Tân,Ds. Lê Thị Minh Thảo,2019-10-30,Sở Y tế TP.HCM,GDP,2020-08-26,26/08/2023
nhà thuốc,bán thuốc thành phẩm,"364, Tô Ký, tổ 26, khu phố 5",Phường Tân Chánh Hiệp,Quận 12,,2015-07-20,Sở Y tế TP. Hà Nội,GPP,2015-10-29,29/10/2018
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, sinh phẩm","62/36, Trương Công Định",Phường 14,Tân Bình,Ds Phạm Văn Sơn,2015-06-10,Sở Y tế TP.HCM,GDP,2020-07-24,
nhà thuốc,bán thuốc trừ vắc xin,"65, Bùi Viện",Phường Phạm Ngũ Lão,Quận 1,Ds Phạm Văn Sơn,2014-03-28,Sở Y tế TP.HCM,GPP,2017-08-28,28/08/2020
cơ sở bán buôn thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","373/1/60, Lý Thường Kiệt",Phường 09,Tân Bình,Ds Trần Thị Như Thủy,2014-05-20,Sở Y tế TP.HCM,GDP,2019-08-01,01/08/2022
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","407, Hậu Giang",Phường 11,Quận 6,Ds. Nguyễn Thị Kim Ngân,2023-01-11,Sở Y tế TP.HCM,GPP,2023-07-13,13/07/2026
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","14B3, Ngô Tất Tố",Phường 19,Bình Thạnh,Ds. Trương Việt Cường,2020-12-25,Sở Y tế TP.HCM,GPP,2021-03-18,18/03/2024
nhà thuốc,bán thuốc thành phẩm,"E1/5D, quốc lộ 50 ấp 5",Xã Phong Phú,Bình Chánh,Ds Trần Thị Như Thủy,2014-02-20,Sở Y tế TP.HCM,GPP,2014-10-01,01/10/2017
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","30, Đường Số 9, khu phố 5",Phường Linh Xuân,TP. Thủ Đức,Ds. Bùi Thanh Nguyệt,2018-11-06,Sở Y tế TP.HCM,GPP,2021-01-15,15/01/2024
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 72, Đường Nguyễn Thị Tiệp, Tổ 2, Ấp Tây",Xã Tân An Hội,Củ Chi,Ds Trần Thị Như Thủy,2014-05-20,Sở Y tế TP.HCM,GPP,2022-11-11,11/11/2025
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","793/60C, Trần Xuân Soạn",Phường Tân Hưng,Quận 7,Ds Lê Thị Thu Hòa,2014-08-25,Sở Y tế TP.HCM,GPP,2021-05-31,31/05/2024
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","Số 105, Trần Tuấn Khải",Phường 05,Quận 5,Ds Phạm Văn Sơn,2013-08-16,Sở Y tế TP.HCM,GPP,2018-08-15,
nhà thuốc,"bán thuốc hóa dược, thuốc dược liệu, thuốc cổ truyền, sinh phẩm","D4/30C, Ấp 4",Xã Lê Minh Xuân,Bình Chánh,,2019-06-13,Sở Y tế tỉnh Đồng Tháp,GPP,2019-09-25,25/09/2022
